"","GeneID","Cluster","ComparisonGroup"
"3815","LOC4324524","cluster3","Group1"
"3816","LOC4334761","cluster3","Group1"
"3817","LOC4326021","cluster3","Group1"
"3818","LOC4334387","cluster3","Group1"
"3819","LOC4341998","cluster3","Group1"
"3820","LOC4351957","cluster3","Group1"
"3821","LOC4334030","cluster3","Group1"
"3822","LOC4325010","cluster3","Group1"
"3823","LOC9268615","cluster3","Group1"
"3824","LOC4349470","cluster3","Group1"
"3825","LOC4343584","cluster3","Group1"
"3826","LOC4347806","cluster3","Group1"
"3827","LOC4338478","cluster3","Group1"
"3828","LOC4336891","cluster3","Group1"
"3829","LOC9271895","cluster3","Group1"
"3830","LOC112937372","cluster3","Group1"
"3831","LOC4325269","cluster3","Group1"
"3832","LOC112936032","cluster3","Group1"
"3833","LOC112937968","cluster3","Group1"
"3834","LOC4343034","cluster3","Group1"
"3835","LOC4323975","cluster3","Group1"
"3836","LOC112939349","cluster3","Group1"
"3837","LOC4324377","cluster3","Group1"
"3838","LOC4339689","cluster3","Group1"
"3839","LOC4337812","cluster3","Group1"
"3840","LOC4327742","cluster3","Group1"
"3841","LOC4351610","cluster3","Group1"
"3842","LOC4328072","cluster3","Group1"
"3843","LOC9271571","cluster3","Group1"
"3844","LOC4344860","cluster3","Group1"
"3845","LOC9266147","cluster3","Group1"
"3846","LOC4348208","cluster3","Group1"
"3847","LOC4342939","cluster3","Group1"
"3848","LOC4349809","cluster3","Group1"
"3849","LOC4329037","cluster3","Group1"
"3850","LOC4326614","cluster3","Group1"
"3851","LOC4343349","cluster3","Group1"
"3852","LOC4344159","cluster3","Group1"
"3853","LOC4336525","cluster3","Group1"
"3854","LOC4343986","cluster3","Group1"
"3855","LOC4326948","cluster3","Group1"
"3856","LOC4352441","cluster3","Group1"
"3857","LOC9270397","cluster3","Group1"
"3858","LOC107277102","cluster3","Group1"
"3859","LOC4351520","cluster3","Group1"
"3860","LOC4330977","cluster3","Group1"
"3861","LOC4342208","cluster3","Group1"
"3862","LOC4338556","cluster3","Group1"
"3863","LOC4342681","cluster3","Group1"
"3864","LOC4325481","cluster3","Group1"
"3865","LOC9268330","cluster3","Group1"
"3866","LOC4347368","cluster3","Group1"
"3867","LOC9269566","cluster3","Group1"
"3868","LOC4344566","cluster3","Group1"
"3869","LOC4334778","cluster3","Group1"
"3870","LOC4324676","cluster3","Group1"
"3871","LOC4328090","cluster3","Group1"
"3872","LOC4338694","cluster3","Group1"
"3873","LOC4335838","cluster3","Group1"
"3874","LOC4324465","cluster3","Group1"
"3875","LOC4349874","cluster3","Group1"
"3876","LOC4334184","cluster3","Group1"
"3877","LOC4327369","cluster3","Group1"
"3878","LOC4326401","cluster3","Group1"
"3879","LOC4331761","cluster3","Group1"
"3880","LOC4337588","cluster3","Group1"
"3881","LOC4327529","cluster3","Group1"
"3882","LOC9269534","cluster3","Group1"
"3883","LOC4333849","cluster3","Group1"
"3884","LOC9272024","cluster3","Group1"
"3885","LOC4334632","cluster3","Group1"
"3886","LOC4336632","cluster3","Group1"
"3887","LOC9268902","cluster3","Group1"
"3888","LOC4329555","cluster3","Group1"
"3889","LOC9268282","cluster3","Group1"
"3890","LOC4327507","cluster3","Group1"
"3891","LOC4342108","cluster3","Group1"
"3892","LOC4339274","cluster3","Group1"
"3893","LOC9267163","cluster3","Group1"
"3894","LOC4341032","cluster3","Group1"
"3895","LOC4351668","cluster3","Group1"
"3896","LOC107280712","cluster3","Group1"
"3897","LOC4327084","cluster3","Group1"
"3898","LOC4330643","cluster3","Group1"
"3899","LOC107278406","cluster3","Group1"
"3900","LOC107278119","cluster3","Group1"
"3901","LOC4341657","cluster3","Group1"
"3902","LOC4324254","cluster3","Group1"
"3903","LOC4330966","cluster3","Group1"
"3904","LOC4345611","cluster3","Group1"
"3905","LOC4327573","cluster3","Group1"
"3906","LOC9269069","cluster3","Group1"
"3907","LOC4333719","cluster3","Group1"
"3908","LOC4329191","cluster3","Group1"
"3909","LOC4341438","cluster3","Group1"
"3910","LOC4328774","cluster3","Group1"
"3911","LOC4333103","cluster3","Group1"
"3912","LOC4348282","cluster3","Group1"
"3913","LOC4334349","cluster3","Group1"
"3914","LOC4324922","cluster3","Group1"
"3915","LOC4337500","cluster3","Group1"
"3916","LOC4329454","cluster3","Group1"
"3917","LOC4324303","cluster3","Group1"
"3918","LOC4349202","cluster3","Group1"
"3919","LOC4337160","cluster3","Group1"
"3920","LOC4328499","cluster3","Group1"
"3921","LOC4351831","cluster3","Group1"
"3922","LOC4341322","cluster3","Group1"
"3923","LOC9269350","cluster3","Group1"
"3924","LOC107275738","cluster3","Group1"
"3925","LOC9271390","cluster3","Group1"
"3926","LOC4326351","cluster3","Group1"
"3927","LOC4333288","cluster3","Group1"
"3928","LOC4343395","cluster3","Group1"
"3929","LOC4340640","cluster3","Group1"
"3930","LOC4350453","cluster3","Group1"
"3931","LOC4333949","cluster3","Group1"
"3932","LOC4331227","cluster3","Group1"
"3933","LOC9270791","cluster3","Group1"
"3934","LOC9271373","cluster3","Group1"
"3935","LOC107278347","cluster3","Group1"
"3936","LOC4349671","cluster3","Group1"
"3937","LOC4326015","cluster3","Group1"
"3938","LOC9271764","cluster3","Group1"
"3939","LOC4352346","cluster3","Group1"
"3940","LOC4349657","cluster3","Group1"
"3941","LOC4347254","cluster3","Group1"
"3942","LOC9272650","cluster3","Group1"
"3943","LOC112939106","cluster3","Group1"
"3944","LOC107277077","cluster3","Group1"
"3945","LOC112939907","cluster3","Group1"
"3946","LOC107278968","cluster3","Group1"
"3947","LOC4324817","cluster3","Group1"
"3948","LOC4344191","cluster3","Group1"
"3949","LOC4339851","cluster3","Group1"
"3950","LOC4325486","cluster3","Group1"
"3951","LOC4339847","cluster3","Group1"
"3952","LOC9269478","cluster3","Group1"
"3953","LOC4330670","cluster3","Group1"
"3954","LOC4349080","cluster3","Group1"
"3955","LOC4326030","cluster3","Group1"
"3956","LOC4348728","cluster3","Group1"
"3957","LOC4328311","cluster3","Group1"
"3958","LOC4337164","cluster3","Group1"
"3959","LOC4342717","cluster3","Group1"
"3960","LOC4337454","cluster3","Group1"
"3961","LOC4350646","cluster3","Group1"
"3962","LOC4339536","cluster3","Group1"
"3963","LOC9268431","cluster3","Group1"
"3964","LOC107280444","cluster3","Group1"
"3965","LOC4331394","cluster3","Group1"
"3966","LOC4347854","cluster3","Group1"
"3967","LOC4333117","cluster3","Group1"
"3968","LOC4337888","cluster3","Group1"
"3969","LOC9268834","cluster3","Group1"
"3970","LOC4324805","cluster3","Group1"
"3971","LOC9270429","cluster3","Group1"
"3972","LOC4349594","cluster3","Group1"
"3973","LOC4347775","cluster3","Group1"
"3974","LOC4336584","cluster3","Group1"
"3975","LOC4345443","cluster3","Group1"
"3976","LOC4352807","cluster3","Group1"
"3977","LOC4331846","cluster3","Group1"
"3978","LOC107281024","cluster3","Group1"
"3979","LOC4329751","cluster3","Group1"
"3980","LOC4348979","cluster3","Group1"
"3981","LOC4329695","cluster3","Group1"
"3982","LOC9269689","cluster3","Group1"
"3983","LOC4331417","cluster3","Group1"
"3984","LOC4327178","cluster3","Group1"
"3985","LOC4345177","cluster3","Group1"
"3986","LOC4324196","cluster3","Group1"
"3987","LOC4325344","cluster3","Group1"
"3988","LOC4350988","cluster3","Group1"
"3989","LOC107278685","cluster3","Group1"
"3990","LOC4350873","cluster3","Group1"
"3991","LOC4328917","cluster3","Group1"
"3992","LOC4328994","cluster3","Group1"
"3993","LOC4342707","cluster3","Group1"
"3994","LOC4331152","cluster3","Group1"
"3995","LOC9271460","cluster3","Group1"
"3996","LOC4331077","cluster3","Group1"
"3997","LOC4325351","cluster3","Group1"
"3998","LOC4345597","cluster3","Group1"
"3999","LOC4349290","cluster3","Group1"
"4000","LOC4350828","cluster3","Group1"
"4001","LOC4341108","cluster3","Group1"
"4002","LOC4338612","cluster3","Group1"
"4003","LOC4343046","cluster3","Group1"
"4004","LOC4342497","cluster3","Group1"
"4005","LOC4327279","cluster3","Group1"
"4006","LOC112937359","cluster3","Group1"
"4007","LOC4347851","cluster3","Group1"
"4008","LOC4335917","cluster3","Group1"
"4009","LOC4334537","cluster3","Group1"
"4010","LOC4339017","cluster3","Group1"
"4011","LOC4331339","cluster3","Group1"
"4012","LOC4347913","cluster3","Group1"
"4013","LOC4334649","cluster3","Group1"
"4014","LOC4337272","cluster3","Group1"
"4015","LOC4344389","cluster3","Group1"
"4016","LOC4345190","cluster3","Group1"
"4017","LOC4339890","cluster3","Group1"
"4018","LOC4343397","cluster3","Group1"
"4019","LOC107275921","cluster3","Group1"
"4020","LOC4350177","cluster3","Group1"
"4021","LOC112939692","cluster3","Group1"
"4022","LOC9268740","cluster3","Group1"
"4023","LOC107279154","cluster3","Group1"
"4024","LOC9267214","cluster3","Group1"
"4025","LOC107279601","cluster3","Group1"
"4026","LOC4343729","cluster3","Group1"
"4027","LOC4336179","cluster3","Group1"
"4028","LOC4325829","cluster3","Group1"
"4029","LOC4327351","cluster3","Group1"
"4030","LOC4324568","cluster3","Group1"
"4031","LOC4339862","cluster3","Group1"
"4032","LOC9271916","cluster3","Group1"
"4033","LOC4324168","cluster3","Group1"
"4034","LOC4324320","cluster3","Group1"
"4035","LOC9269735","cluster3","Group1"
"4036","LOC4331753","cluster3","Group1"
"4037","LOC4327085","cluster3","Group1"
"4038","LOC9269600","cluster3","Group1"
"4039","LOC4325383","cluster3","Group1"
"4040","LOC4330257","cluster3","Group1"
"4041","LOC4347638","cluster3","Group1"
"4042","LOC4343574","cluster3","Group1"
"4043","LOC4339368","cluster3","Group1"
"4044","LOC107275983","cluster3","Group1"
"4045","LOC9269865","cluster3","Group1"
"4046","LOC4347324","cluster3","Group1"
"4047","LOC112939910","cluster3","Group1"
"4048","LOC4351224","cluster3","Group1"
"4049","LOC4348636","cluster3","Group1"
"4050","LOC107280727","cluster3","Group1"
"4051","LOC4339871","cluster3","Group1"
"4052","LOC107276606","cluster3","Group1"
"4053","LOC4325974","cluster3","Group1"
"4054","LOC4339408","cluster3","Group1"
"4055","LOC4332620","cluster3","Group1"
"4056","LOC4337540","cluster3","Group1"
"4057","LOC4346120","cluster3","Group1"
"4058","LOC4332251","cluster3","Group1"
"4059","LOC4344207","cluster3","Group1"
"4060","LOC4351372","cluster3","Group1"
"4061","LOC4343515","cluster3","Group1"
"4062","LOC4326312","cluster3","Group1"
"4063","LOC4346326","cluster3","Group1"
"4064","LOC4336044","cluster3","Group1"
"4065","LOC4334805","cluster3","Group1"
"4066","LOC4340704","cluster3","Group1"
"4067","LOC4345962","cluster3","Group1"
"4068","LOC4339593","cluster3","Group1"
"4069","LOC4347395","cluster3","Group1"
"4070","LOC4337449","cluster3","Group1"
"4071","LOC4345439","cluster3","Group1"
"4072","LOC4339366","cluster3","Group1"
"4073","LOC4340120","cluster3","Group1"
"4074","LOC4345270","cluster3","Group1"
"4075","LOC9267385","cluster3","Group1"
"4076","LOC4327406","cluster3","Group1"
"4077","LOC107275287","cluster3","Group1"
"4078","LOC4347805","cluster3","Group1"
"4079","LOC4349351","cluster3","Group1"
"4080","LOC4349652","cluster3","Group1"
"4081","LOC4325645","cluster3","Group1"
"4082","LOC4338167","cluster3","Group1"
"4083","LOC4343800","cluster3","Group1"
"4084","LOC107281430","cluster3","Group1"
"4085","LOC9268134","cluster3","Group1"
"4086","LOC4344488","cluster3","Group1"
"4087","LOC107278467","cluster3","Group1"
"4088","LOC107280890","cluster3","Group1"
"4089","LOC4339646","cluster3","Group1"
"4090","LOC107277799","cluster3","Group1"
"4091","LOC4332252","cluster3","Group1"
"4092","LOC4342613","cluster3","Group1"
"4093","LOC9270356","cluster3","Group1"
"4094","LOC4334555","cluster3","Group1"
"4095","LOC4350622","cluster3","Group1"
"4096","LOC4337592","cluster3","Group1"
"4097","LOC4347305","cluster3","Group1"
"4098","LOC4327257","cluster3","Group1"
"4099","LOC4352651","cluster3","Group1"
"4100","LOC4339173","cluster3","Group1"
"4101","LOC4337262","cluster3","Group1"
"4102","LOC4350398","cluster3","Group1"
"4103","LOC4327776","cluster3","Group1"
"4104","LOC4331897","cluster3","Group1"
"4105","LOC4336922","cluster3","Group1"
"4106","LOC4339518","cluster3","Group1"
"4107","LOC4327544","cluster3","Group1"
"4108","LOC4334274","cluster3","Group1"
"4109","LOC4347659","cluster3","Group1"
"4110","LOC4346632","cluster3","Group1"
"4111","LOC4341355","cluster3","Group1"
"4112","LOC9266978","cluster3","Group1"
"4113","LOC4351700","cluster3","Group1"
"4114","LOC4327761","cluster3","Group1"
"4115","LOC4339882","cluster3","Group1"
"4116","LOC9266204","cluster3","Group1"
"4117","LOC4328296","cluster3","Group1"
"4118","LOC4327783","cluster3","Group1"
"4119","LOC4338302","cluster3","Group1"
"4120","LOC4349433","cluster3","Group1"
"4121","LOC4347535","cluster3","Group1"
"4122","LOC4337135","cluster3","Group1"
"4123","LOC4349897","cluster3","Group1"
"4124","LOC4352104","cluster3","Group1"
"4125","LOC4330644","cluster3","Group1"
"4126","LOC4328440","cluster3","Group1"
"4127","LOC4348209","cluster3","Group1"
"4128","LOC4338660","cluster3","Group1"
"4129","LOC4350255","cluster3","Group1"
"4130","LOC107280644","cluster3","Group1"
"4131","LOC4348498","cluster3","Group1"
"4132","LOC4339807","cluster3","Group1"
"4133","LOC4335679","cluster3","Group1"
"4134","LOC112938215","cluster3","Group1"
"4135","LOC4336502","cluster3","Group1"
"4136","LOC4350216","cluster3","Group1"
"4137","LOC4326901","cluster3","Group1"
"4138","LOC4336008","cluster3","Group1"
"4139","LOC4330936","cluster3","Group1"
"4140","LOC4324857","cluster3","Group1"
"4141","LOC4339329","cluster3","Group1"
"4142","LOC4325097","cluster3","Group1"
"4143","LOC4328925","cluster3","Group1"
"4144","LOC4330310","cluster3","Group1"
"4145","LOC4332690","cluster3","Group1"
"4146","LOC4327165","cluster3","Group1"
"4147","LOC4345573","cluster3","Group1"
"4148","LOC4333580","cluster3","Group1"
"4149","LOC4348368","cluster3","Group1"
"4150","LOC4337098","cluster3","Group1"
"4151","LOC4347112","cluster3","Group1"
"4152","LOC4334908","cluster3","Group1"
"4153","LOC4349304","cluster3","Group1"
"4154","LOC4337219","cluster3","Group1"
"4155","LOC4345685","cluster3","Group1"
"4156","LOC4347853","cluster3","Group1"
"4157","LOC4328992","cluster3","Group1"
"4158","LOC4323963","cluster3","Group1"
"4159","LOC4337100","cluster3","Group1"
"4160","LOC4330578","cluster3","Group1"
"4161","LOC4336522","cluster3","Group1"
"4162","LOC4336389","cluster3","Group1"
"4163","LOC4328809","cluster3","Group1"
"4164","LOC4348729","cluster3","Group1"
"4165","LOC4330017","cluster3","Group1"
"4166","LOC107275828","cluster3","Group1"
"4167","LOC112936283","cluster3","Group1"
"4168","LOC107275954","cluster3","Group1"
"4169","LOC4352184","cluster3","Group1"
"4170","LOC107279158","cluster3","Group1"
"4171","LOC9267042","cluster3","Group1"
"4172","LOC4350452","cluster3","Group1"
"4173","LOC4324175","cluster3","Group1"
"4174","LOC4346439","cluster3","Group1"
"4175","LOC4325712","cluster3","Group1"
"4176","LOC4342458","cluster3","Group1"
"4177","LOC4325841","cluster3","Group1"
"4178","LOC107276384","cluster3","Group1"
"4179","LOC4343391","cluster3","Group1"
"4180","LOC107275903","cluster3","Group1"
"4181","LOC4328531","cluster3","Group1"
"4182","LOC107279458","cluster3","Group1"
"4183","LOC4334753","cluster3","Group1"
"4184","LOC4329022","cluster3","Group1"
"4185","LOC4345812","cluster3","Group1"
"4186","LOC4347264","cluster3","Group1"
"4187","LOC9270331","cluster3","Group1"
"4188","LOC107278657","cluster3","Group1"
"4189","LOC4342070","cluster3","Group1"
"4190","LOC4339908","cluster3","Group1"
"4191","LOC4351401","cluster3","Group1"
"4192","LOC9268734","cluster3","Group1"
"4193","LOC4340909","cluster3","Group1"
"4194","LOC4348346","cluster3","Group1"
"4195","LOC107275586","cluster3","Group1"
"4196","LOC9267165","cluster3","Group1"
"4197","LOC9272551","cluster3","Group1"
"4198","LOC112936437","cluster3","Group1"
"4199","LOC107280919","cluster3","Group1"
"4200","LOC4346569","cluster3","Group1"
"4201","LOC107275654","cluster3","Group1"
"4202","LOC4338639","cluster3","Group1"
"4203","LOC4341578","cluster3","Group1"
"4204","LOC107278854","cluster3","Group1"
"4205","LOC112937614","cluster3","Group1"
"4206","LOC4343284","cluster3","Group1"
"4207","LOC4346839","cluster3","Group1"
"4208","LOC4346221","cluster3","Group1"
"4209","LOC4348125","cluster3","Group1"
"4210","LOC4328489","cluster3","Group1"
"4211","LOC9266169","cluster3","Group1"
"4212","LOC4352856","cluster3","Group1"
"4213","LOC4345024","cluster3","Group1"
"4214","LOC112936128","cluster3","Group1"
"4215","LOC4329813","cluster3","Group1"
"4216","LOC4329457","cluster3","Group1"
"4217","LOC107276259","cluster3","Group1"
"4218","LOC4338006","cluster3","Group1"
"4219","LOC4338023","cluster3","Group1"
"4220","LOC4340879","cluster3","Group1"
"4221","LOC9269151","cluster3","Group1"
"4222","LOC9271858","cluster3","Group1"
"4223","LOC4333623","cluster3","Group1"
"4224","LOC4335559","cluster3","Group1"
"4225","LOC4338021","cluster3","Group1"
"4226","LOC4345763","cluster3","Group1"
"4227","LOC4340878","cluster3","Group1"
"4228","LOC9271949","cluster3","Group1"
"4229","LOC4340874","cluster3","Group1"
"4230","LOC4351006","cluster3","Group1"
"4231","LOC4345110","cluster3","Group1"
"4232","LOC9271049","cluster3","Group1"
"4233","LOC4335562","cluster3","Group1"
"4234","LOC4331138","cluster3","Group1"
"4235","LOC4345031","cluster3","Group1"
"4236","LOC4334681","cluster3","Group1"
"4237","LOC4344251","cluster3","Group1"
"4238","LOC4325423","cluster3","Group1"
"4239","LOC4350272","cluster3","Group1"
"4240","LOC112936596","cluster3","Group1"
"4241","LOC9267759","cluster3","Group1"
"4242","LOC4325587","cluster3","Group1"
"4243","LOC107280389","cluster3","Group1"
"4244","LOC4333698","cluster3","Group1"
"4245","LOC107275762","cluster3","Group1"
"4246","LOC4335576","cluster3","Group1"
"4247","LOC4330146","cluster3","Group1"
"4248","LOC4335526","cluster3","Group1"
"4249","LOC9268903","cluster3","Group1"
"4250","LOC9272033","cluster3","Group1"
"4251","LOC4347897","cluster3","Group1"
"4252","LOC112936623","cluster3","Group1"
"4253","LOC4339870","cluster3","Group1"
"4254","LOC107280086","cluster3","Group1"
"4255","LOC4335417","cluster3","Group1"
"4256","LOC4351314","cluster3","Group1"
"4257","LOC107278564","cluster3","Group1"
"4258","LOC107278723","cluster3","Group1"
"4259","LOC4350843","cluster3","Group1"
"4260","LOC4349643","cluster3","Group1"
"4261","LOC4344838","cluster3","Group1"
"4262","LOC4328780","cluster3","Group1"
"4263","LOC4330314","cluster3","Group1"
"4264","LOC4327980","cluster3","Group1"
"4265","LOC4326919","cluster3","Group1"
"4266","LOC9272590","cluster3","Group1"
"4267","LOC4351320","cluster3","Group1"
"4268","LOC4325658","cluster3","Group1"
"4269","LOC4337104","cluster3","Group1"
"4270","LOC4337155","cluster3","Group1"
"4271","LOC4351550","cluster3","Group1"
"4272","LOC4349600","cluster3","Group1"
"4273","LOC4334054","cluster3","Group1"
"4274","LOC4325945","cluster3","Group1"
"4275","LOC4351010","cluster3","Group1"
"4276","LOC112936381","cluster3","Group1"
"4277","LOC4348531","cluster3","Group1"
"4278","LOC4327506","cluster3","Group1"
"4279","LOC4329456","cluster3","Group1"
"4280","LOC9272012","cluster3","Group1"
"4281","LOC4344508","cluster3","Group1"
"4282","LOC107275533","cluster3","Group1"
"4283","LOC107277200","cluster3","Group1"
"4284","LOC4330390","cluster3","Group1"
"4285","LOC4334864","cluster3","Group1"
"4286","LOC4333532","cluster3","Group1"
"4287","LOC107276310","cluster3","Group1"
"4288","LOC4332282","cluster3","Group1"
"4289","LOC4331202","cluster3","Group1"
"4290","LOC4345845","cluster3","Group1"
"4291","LOC4331741","cluster3","Group1"
"4292","LOC4351367","cluster3","Group1"
"4293","LOC112937816","cluster3","Group1"
"4294","LOC4346116","cluster3","Group1"
"4295","LOC4345414","cluster3","Group1"
"4296","LOC4349488","cluster3","Group1"
"4297","LOC4345515","cluster3","Group1"
"4298","LOC4338719","cluster3","Group1"
"4299","LOC4344545","cluster3","Group1"
"4300","LOC4334233","cluster3","Group1"
"4301","LOC4339879","cluster3","Group1"
"4302","LOC4329236","cluster3","Group1"
"4303","LOC4332584","cluster3","Group1"
"4304","LOC4345860","cluster3","Group1"
"4305","LOC107278616","cluster3","Group1"
"4306","LOC107278289","cluster3","Group1"
"4307","LOC4333197","cluster3","Group1"
"4308","LOC4344897","cluster3","Group1"
"4309","LOC4345829","cluster3","Group1"
"4310","LOC107278589","cluster3","Group1"
"4311","LOC4335460","cluster3","Group1"
"4312","LOC4333715","cluster3","Group1"
"4313","LOC4347816","cluster3","Group1"
"4314","LOC9271182","cluster3","Group1"
"4315","LOC4335481","cluster3","Group1"
"4316","LOC4333712","cluster3","Group1"
"4317","LOC4352099","cluster3","Group1"
"4318","LOC112937867","cluster3","Group1"
"4319","LOC4344255","cluster3","Group1"
"4320","LOC4352857","cluster3","Group1"
"4321","LOC107281449","cluster3","Group1"
"4322","LOC9266435","cluster3","Group1"
"4323","LOC9269702","cluster3","Group1"
"4324","LOC112936166","cluster3","Group1"
"4325","LOC4338444","cluster3","Group1"
"4326","LOC9267373","cluster3","Group1"
"4327","LOC112936905","cluster3","Group1"
"4328","LOC4338125","cluster3","Group1"
"4329","LOC4351552","cluster3","Group1"
"4330","LOC4329322","cluster3","Group1"
"4331","LOC9271581","cluster3","Group1"
"4332","LOC4334010","cluster3","Group1"
"4333","LOC4341855","cluster3","Group1"
"4334","LOC4323911","cluster3","Group1"
"4335","LOC107281323","cluster3","Group1"
"4336","LOC4339310","cluster3","Group1"
"4337","LOC112936674","cluster3","Group1"
"4338","LOC4350786","cluster3","Group1"
"4339","LOC9267441","cluster3","Group1"
"4340","LOC4348129","cluster3","Group1"
"4341","LOC4333049","cluster3","Group1"
"4342","LOC112938729","cluster3","Group1"
"4343","LOC4352275","cluster3","Group1"
"4344","LOC4327715","cluster3","Group1"
"4345","LOC4335503","cluster3","Group1"
"4346","LOC4327669","cluster3","Group1"
"4347","LOC4339055","cluster3","Group1"
"4348","LOC107275797","cluster3","Group1"
"4349","LOC4336497","cluster3","Group1"
"4350","LOC4344895","cluster3","Group1"
"4351","LOC9267053","cluster3","Group1"
"4352","LOC4340445","cluster3","Group1"
"4353","LOC9268978","cluster3","Group1"
"4354","LOC107275808","cluster3","Group1"
"4355","LOC4337243","cluster3","Group1"
"4356","LOC4342421","cluster3","Group1"
"4357","LOC4343773","cluster3","Group1"
"4358","LOC4325694","cluster3","Group1"
"4359","LOC4351328","cluster3","Group1"
"4360","LOC4325527","cluster3","Group1"
"4361","LOC112939561","cluster3","Group1"
"4362","LOC4349250","cluster3","Group1"
"4363","LOC107276902","cluster3","Group1"
"4364","LOC4337967","cluster3","Group1"
"4365","LOC9268405","cluster3","Group1"
"4366","LOC9272413","cluster3","Group1"
"4367","LOC107277220","cluster3","Group1"
"4368","LOC4338867","cluster3","Group1"
"4369","LOC4347164","cluster3","Group1"
"4370","LOC4333011","cluster3","Group1"
"4371","LOC107275734","cluster3","Group1"
"4372","LOC107277374","cluster3","Group1"
"4373","LOC4342727","cluster3","Group1"
"4374","LOC4331849","cluster3","Group1"
"4375","LOC4333487","cluster3","Group1"
"4376","LOC4328677","cluster3","Group1"
"4377","LOC4347926","cluster3","Group1"
"4378","LOC9269858","cluster3","Group1"
"4379","LOC4341623","cluster3","Group1"
"4380","LOC107276465","cluster3","Group1"
"4381","LOC4346567","cluster3","Group1"
"4382","LOC4328678","cluster3","Group1"
"4383","LOC4345037","cluster3","Group1"
"4384","LOC4338851","cluster3","Group1"
"4385","LOC4333067","cluster3","Group1"
"4386","LOC4346179","cluster3","Group1"
"4387","LOC9268836","cluster3","Group1"
"4388","LOC4335897","cluster3","Group1"
"4389","LOC107275708","cluster3","Group1"
"4390","LOC4343432","cluster3","Group1"
"4391","LOC4343433","cluster3","Group1"
"4392","LOC4325299","cluster3","Group1"
"4393","LOC4343214","cluster3","Group1"
"4394","LOC4334988","cluster3","Group1"
"4395","LOC4340204","cluster3","Group1"
"4396","LOC112939111","cluster3","Group1"
"4397","LOC9267045","cluster3","Group1"
"4398","LOC4344848","cluster3","Group1"
"4399","LOC4335518","cluster3","Group1"
"4400","LOC4339237","cluster3","Group1"
"4401","LOC4347981","cluster3","Group1"
"4402","LOC4347327","cluster3","Group1"
"4403","LOC107277579","cluster3","Group1"
"4404","LOC9268205","cluster3","Group1"
"4405","LOC4343467","cluster3","Group1"
"4406","LOC4329043","cluster3","Group1"
"4407","LOC4344428","cluster3","Group1"
"4408","LOC9270221","cluster3","Group1"
"4409","LOC4324785","cluster3","Group1"
"4410","LOC4333992","cluster3","Group1"
"4411","LOC4329105","cluster3","Group1"
"4412","LOC4325743","cluster3","Group1"
"4413","LOC4334513","cluster3","Group1"
"4414","LOC4341087","cluster3","Group1"
"4415","LOC4337905","cluster3","Group1"
"4416","LOC4337791","cluster3","Group1"
"4417","LOC4325794","cluster3","Group1"
"4418","LOC112936407","cluster3","Group1"
"4419","LOC107276583","cluster3","Group1"
"4420","LOC107281745","cluster3","Group1"
"4421","LOC4334792","cluster3","Group1"
"4422","LOC4349058","cluster3","Group1"
"4423","LOC4334586","cluster3","Group1"
"4424","LOC4335798","cluster3","Group1"
"4425","LOC4326163","cluster3","Group1"
"4426","LOC4347506","cluster3","Group1"
"4427","LOC4338115","cluster3","Group1"
"4428","LOC4326565","cluster3","Group1"
"4429","LOC4330012","cluster3","Group1"
"4430","LOC9266116","cluster3","Group1"
"4431","LOC4334202","cluster3","Group1"
"4432","LOC4326363","cluster3","Group1"
"4433","LOC4341467","cluster3","Group1"
"4434","LOC4344204","cluster3","Group1"
"4435","LOC4347344","cluster3","Group1"
"4436","LOC4327070","cluster3","Group1"
"4437","LOC9266455","cluster3","Group1"
"4438","LOC4333736","cluster3","Group1"
"4439","LOC4347645","cluster3","Group1"
"4440","LOC4351280","cluster3","Group1"
"4441","LOC4350853","cluster3","Group1"
"4442","LOC107276393","cluster3","Group1"
"4443","LOC9269267","cluster3","Group1"
"4444","LOC9270227","cluster3","Group1"
"4445","LOC4342688","cluster3","Group1"
"4446","LOC4328883","cluster3","Group1"
"4447","LOC4331816","cluster3","Group1"
"4448","LOC4340523","cluster3","Group1"
"4449","LOC4347809","cluster3","Group1"
"4450","LOC4342723","cluster3","Group1"
"4451","LOC112936098","cluster3","Group1"
"4452","LOC4338137","cluster3","Group1"
"4453","LOC9267565","cluster3","Group1"
"4454","LOC4350051","cluster3","Group1"
"4455","LOC9266434","cluster3","Group1"
"4456","LOC9268694","cluster3","Group1"
"4457","LOC112939231","cluster3","Group1"
"4458","LOC4338443","cluster3","Group1"
"4459","LOC107279757","cluster3","Group1"
"4460","LOC4328653","cluster3","Group1"
"4461","LOC107276908","cluster3","Group1"
"4462","LOC4339025","cluster3","Group1"
"4463","LOC107278604","cluster3","Group1"
"4464","LOC4334760","cluster3","Group1"
"4465","LOC112938272","cluster3","Group1"
"4466","LOC107280159","cluster3","Group1"
"4467","LOC112938623","cluster3","Group1"
"4468","LOC4348146","cluster3","Group1"
"4469","LOC4342691","cluster3","Group1"
"4470","LOC9266801","cluster3","Group1"
"4471","LOC9266251","cluster3","Group1"
"4472","LOC4334231","cluster3","Group1"
"4473","LOC4342946","cluster3","Group1"
"4474","LOC4334663","cluster3","Group1"
"4475","LOC4326971","cluster3","Group1"
"4476","LOC4350399","cluster3","Group1"
"4477","LOC107279429","cluster3","Group1"
"4478","LOC4340213","cluster3","Group1"
"4479","LOC4344495","cluster3","Group1"
