"","GeneID","Cluster","ComparisonGroup"
"4480","LOC9270007","cluster3","Group1"
"4481","LOC4336005","cluster3","Group1"
"4482","LOC4352881","cluster3","Group1"
"4483","LOC4342618","cluster3","Group1"
"4484","LOC4349142","cluster3","Group1"
"4485","LOC4352245","cluster3","Group1"
"4486","LOC112939614","cluster3","Group1"
"4487","LOC4347848","cluster3","Group1"
"4488","LOC4351256","cluster3","Group1"
"4489","LOC4343628","cluster3","Group1"
"4490","LOC4345961","cluster3","Group1"
"4491","LOC107278328","cluster3","Group1"
"4492","LOC112938705","cluster3","Group1"
"4493","LOC4338406","cluster3","Group1"
"4494","LOC4345351","cluster3","Group1"
"4495","LOC107279515","cluster3","Group1"
"4496","LOC4345424","cluster3","Group1"
"4497","LOC9266216","cluster3","Group1"
"4498","LOC107275842","cluster3","Group1"
"4499","LOC112938176","cluster3","Group1"
"4500","LOC9266973","cluster3","Group1"
"4501","LOC112937868","cluster3","Group1"
"4502","LOC107275437","cluster3","Group1"
"4503","LOC4348632","cluster3","Group1"
"4504","LOC4332115","cluster3","Group1"
"4505","LOC4338820","cluster3","Group1"
"4506","LOC4347074","cluster3","Group1"
"4507","LOC9270987","cluster3","Group1"
"4508","LOC112937591","cluster3","Group1"
"4509","LOC107281877","cluster3","Group1"
"4510","LOC4346881","cluster3","Group1"
"4511","LOC4331832","cluster3","Group1"
"4512","LOC4350388","cluster3","Group1"
"4513","LOC107277732","cluster3","Group1"
"4514","LOC4340708","cluster3","Group1"
"4515","LOC4351352","cluster3","Group1"
"4516","LOC112937666","cluster3","Group1"
"4517","LOC4347345","cluster3","Group1"
"4518","LOC9271122","cluster3","Group1"
"4519","LOC4337432","cluster3","Group1"
"4520","LOC107281543","cluster3","Group1"
"4521","LOC4343517","cluster3","Group1"
"4522","LOC107278750","cluster3","Group1"
"4523","LOC112937475","cluster3","Group1"
"4524","LOC4338925","cluster3","Group1"
"4525","LOC4325751","cluster3","Group1"
"4526","LOC4331113","cluster3","Group1"
"4527","LOC4337975","cluster3","Group1"
"4528","LOC112939843","cluster3","Group1"
"4529","LOC112936364","cluster3","Group1"
"4530","LOC107278563","cluster3","Group1"
"4531","LOC112937605","cluster3","Group1"
"4532","LOC107279264","cluster3","Group1"
"4533","LOC4335520","cluster3","Group1"
"4534","LOC4346498","cluster3","Group1"
"4535","LOC9271438","cluster3","Group1"
"4536","LOC107280180","cluster3","Group1"
"4537","LOC4324108","cluster3","Group1"
"4538","LOC112936210","cluster3","Group1"
"4539","LOC107280606","cluster3","Group1"
"4540","LOC107280468","cluster3","Group1"
"4541","LOC107279206","cluster3","Group1"
"4542","LOC112936922","cluster3","Group1"
"4543","LOC112937368","cluster3","Group1"
"4544","LOC4350158","cluster3","Group1"
"4545","LOC4334263","cluster3","Group1"
"4546","LOC4324521","cluster3","Group1"
"4547","LOC4338062","cluster3","Group1"
"4548","LOC107277164","cluster3","Group1"
"4549","LOC4333509","cluster3","Group1"
"4550","LOC9271578","cluster3","Group1"
"4551","LOC107280130","cluster3","Group1"
"4552","LOC112939586","cluster3","Group1"
"4553","LOC9270555","cluster3","Group1"
"4554","LOC107276735","cluster3","Group1"
"4555","LOC9266575","cluster3","Group1"
"4556","LOC112936077","cluster3","Group1"
"4557","LOC4348937","cluster3","Group1"
"4558","LOC4342125","cluster3","Group1"
"4559","LOC112939343","cluster3","Group1"
"4560","LOC107278116","cluster3","Group1"
"4561","LOC112939888","cluster3","Group1"
"4562","LOC4326539","cluster3","Group1"
"4563","LOC4345586","cluster3","Group1"
"4564","LOC4339174","cluster3","Group1"
"4565","LOC4342235","cluster3","Group1"
"4566","LOC9271008","cluster3","Group1"
"4567","LOC9271877","cluster3","Group1"
"4568","LOC4350182","cluster3","Group1"
"4569","LOC4346902","cluster3","Group1"
"4570","LOC4344481","cluster3","Group1"
"4571","LOC112939243","cluster3","Group1"
"4572","LOC9267199","cluster3","Group1"
"4573","LOC4351319","cluster3","Group1"
"4574","LOC107278971","cluster3","Group1"
"4575","LOC9272462","cluster3","Group1"
"4576","LOC4333720","cluster3","Group1"
"4577","LOC107276438","cluster3","Group1"
"4578","LOC112938162","cluster3","Group1"
"4579","LOC107280246","cluster3","Group1"
"4580","LOC9271353","cluster3","Group1"
"4581","LOC9271597","cluster3","Group1"
"4582","LOC9270753","cluster3","Group1"
"4583","LOC107281788","cluster3","Group1"
"4584","LOC112939036","cluster3","Group1"
"4585","LOC107280388","cluster3","Group1"
"4586","LOC9270505","cluster3","Group1"
"4587","LOC9266395","cluster3","Group1"
"4588","LOC107282087","cluster3","Group1"
"4589","LOC107278792","cluster3","Group1"
"4590","LOC4337455","cluster3","Group1"
"4591","LOC9268513","cluster3","Group1"
"4592","LOC9272634","cluster3","Group1"
"4593","LOC107276443","cluster3","Group1"
"4594","LOC107280496","cluster3","Group1"
"4595","LOC112937930","cluster3","Group1"
"4596","LOC112936083","cluster3","Group1"
"4597","LOC4347796","cluster3","Group1"
"4598","LOC4330432","cluster3","Group1"
"4599","LOC4332833","cluster3","Group1"
"4600","LOC4348679","cluster3","Group1"
"4601","LOC4347591","cluster3","Group1"
"4602","LOC4325705","cluster3","Group1"
"4603","LOC4343583","cluster3","Group1"
"4604","LOC4342404","cluster3","Group1"
"4605","LOC4352085","cluster3","Group1"
"4606","LOC9266873","cluster3","Group1"
"4607","LOC107279131","cluster3","Group1"
"4608","LOC4348336","cluster3","Group1"
"4609","LOC4345453","cluster3","Group1"
"4610","LOC9270235","cluster3","Group1"
"4611","LOC4331514","cluster3","Group1"
"4612","LOC4350519","cluster3","Group1"
"4613","LOC4329422","cluster3","Group1"
"4614","LOC4349040","cluster3","Group1"
"4615","LOC4328094","cluster3","Group1"
"4616","LOC4325558","cluster3","Group1"
"4617","LOC4329951","cluster3","Group1"
"4618","LOC4324947","cluster3","Group1"
"4619","LOC9269872","cluster3","Group1"
"4620","LOC4334100","cluster3","Group1"
"4621","LOC4352505","cluster3","Group1"
"4622","LOC4334350","cluster3","Group1"
"4623","LOC4344321","cluster3","Group1"
"4624","LOC4333900","cluster3","Group1"
"4625","LOC4341928","cluster3","Group1"
"4626","LOC9267628","cluster3","Group1"
"4627","LOC4343598","cluster3","Group1"
"4628","LOC4324508","cluster3","Group1"
"4629","LOC4346237","cluster3","Group1"
"4630","LOC4338779","cluster3","Group1"
"4631","LOC4332364","cluster3","Group1"
"4632","LOC4331773","cluster3","Group1"
"4633","LOC4338976","cluster3","Group1"
"4634","LOC4339230","cluster3","Group1"
"4635","LOC9270837","cluster3","Group1"
"4636","LOC4345614","cluster3","Group1"
"4637","LOC4346217","cluster3","Group1"
"4638","LOC4328236","cluster3","Group1"
"4639","LOC4324396","cluster3","Group1"
"4640","LOC107276220","cluster3","Group1"
"4641","LOC4345153","cluster3","Group1"
"4642","LOC4343634","cluster3","Group1"
"4643","LOC4328490","cluster3","Group1"
"4644","LOC4335474","cluster3","Group1"
"4645","LOC4345413","cluster3","Group1"
"4646","LOC4332805","cluster3","Group1"
"4647","LOC4340015","cluster3","Group1"
"4648","LOC4350844","cluster3","Group1"
"4649","LOC4330982","cluster3","Group1"
"4650","LOC4333995","cluster3","Group1"
"4651","LOC4345935","cluster3","Group1"
"4652","LOC4332745","cluster3","Group1"
"4653","LOC4346292","cluster3","Group1"
"4654","LOC4337506","cluster3","Group1"
"4655","LOC9270637","cluster3","Group1"
"4656","LOC107276377","cluster3","Group1"
"4657","LOC4327150","cluster3","Group1"
"4658","LOC4341062","cluster3","Group1"
"4659","LOC4343786","cluster3","Group1"
"4660","LOC4331119","cluster3","Group1"
"4661","LOC4331344","cluster3","Group1"
"4662","LOC4346938","cluster3","Group1"
"4663","LOC4332603","cluster3","Group1"
"4664","LOC4340513","cluster3","Group1"
"4665","LOC4333865","cluster3","Group1"
"4666","LOC4337711","cluster3","Group1"
"4667","LOC107278582","cluster3","Group1"
"4668","LOC4327297","cluster3","Group1"
"4669","LOC4332392","cluster3","Group1"
"4670","LOC4327187","cluster3","Group1"
"4671","LOC4330048","cluster3","Group1"
"4672","LOC4333336","cluster3","Group1"
"4673","LOC4343070","cluster3","Group1"
"4674","LOC9271281","cluster3","Group1"
"4675","LOC4347166","cluster3","Group1"
"4676","LOC107278168","cluster3","Group1"
"4677","LOC9270259","cluster3","Group1"
"4678","LOC9268627","cluster3","Group1"
"4679","LOC4327184","cluster3","Group1"
"4680","LOC4341299","cluster3","Group1"
"4681","LOC4334216","cluster3","Group1"
"4682","LOC4343262","cluster3","Group1"
"4683","LOC4331681","cluster3","Group1"
"4684","LOC4338729","cluster3","Group1"
"4685","LOC4334225","cluster3","Group1"
"4686","LOC4333828","cluster3","Group1"
"4687","LOC107278742","cluster3","Group1"
"4688","LOC4337101","cluster3","Group1"
"4689","LOC4329668","cluster3","Group1"
"4690","LOC4334835","cluster3","Group1"
"4691","LOC4343274","cluster3","Group1"
"4692","LOC4344539","cluster3","Group1"
"4693","LOC4344671","cluster3","Group1"
"4694","LOC4344871","cluster3","Group1"
"4695","LOC4326856","cluster3","Group1"
"4696","LOC9266148","cluster3","Group1"
"4697","LOC4332127","cluster3","Group1"
"4698","LOC4343443","cluster3","Group1"
"4699","LOC9269764","cluster3","Group1"
"4700","LOC4348548","cluster3","Group1"
"4701","LOC4350433","cluster3","Group1"
"4702","LOC4344026","cluster3","Group1"
"4703","LOC4337103","cluster3","Group1"
"4704","LOC4345653","cluster3","Group1"
"4705","LOC4334291","cluster3","Group1"
"4706","LOC4338937","cluster3","Group1"
"4707","LOC4330275","cluster3","Group1"
"4708","LOC4343673","cluster3","Group1"
"4709","LOC4329783","cluster3","Group1"
"4710","LOC4336700","cluster3","Group1"
"4711","LOC9272607","cluster3","Group1"
"4712","LOC4349402","cluster3","Group1"
"4713","LOC107278752","cluster3","Group1"
"4714","LOC4343212","cluster3","Group1"
"4715","LOC4342069","cluster3","Group1"
"4716","LOC4324472","cluster3","Group1"
"4717","LOC4332431","cluster3","Group1"
"4718","LOC4332466","cluster3","Group1"
"4719","LOC4346559","cluster3","Group1"
"4720","LOC9268154","cluster3","Group1"
"4721","LOC4324158","cluster3","Group1"
"4722","LOC4332357","cluster3","Group1"
"4723","LOC4324946","cluster3","Group1"
"4724","LOC4344081","cluster3","Group1"
"4725","LOC107281178","cluster3","Group1"
"4726","LOC112937880","cluster3","Group1"
"4727","LOC4340769","cluster3","Group1"
"4728","LOC4344463","cluster3","Group1"
"4729","LOC4348440","cluster3","Group1"
"4730","LOC4351046","cluster3","Group1"
"4731","LOC4324858","cluster3","Group1"
"4732","LOC4339648","cluster3","Group1"
"4733","LOC4350706","cluster3","Group1"
"4734","LOC4338828","cluster3","Group1"
"4735","LOC4332498","cluster3","Group1"
"4736","LOC4325540","cluster3","Group1"
"4737","LOC4329572","cluster3","Group1"
"4738","LOC4349537","cluster3","Group1"
"4739","LOC4350815","cluster3","Group1"
"4740","LOC4330276","cluster3","Group1"
"4741","LOC4347040","cluster3","Group1"
"4742","LOC4349796","cluster3","Group1"
"4743","LOC4339146","cluster3","Group1"
"4744","LOC4324388","cluster3","Group1"
"4745","LOC4348745","cluster3","Group1"
"4746","LOC4344423","cluster3","Group1"
"4747","LOC4332887","cluster3","Group1"
"4748","LOC9266142","cluster3","Group1"
"4749","LOC4342370","cluster3","Group1"
"4750","LOC4346075","cluster3","Group1"
"4751","LOC4339115","cluster3","Group1"
"4752","LOC4326610","cluster3","Group1"
"4753","LOC9271320","cluster3","Group1"
"4754","LOC4326460","cluster3","Group1"
"4755","LOC4334497","cluster3","Group1"
"4756","LOC4330626","cluster3","Group1"
"4757","LOC4352606","cluster3","Group1"
"4758","LOC9270589","cluster3","Group1"
"4759","LOC4334106","cluster3","Group1"
"4760","LOC4327050","cluster3","Group1"
"4761","LOC4346246","cluster3","Group1"
"4762","LOC4330608","cluster3","Group1"
"4763","LOC4345764","cluster3","Group1"
"4764","LOC4331815","cluster3","Group1"
"4765","LOC4327567","cluster3","Group1"
"4766","LOC4330370","cluster3","Group1"
"4767","LOC4332516","cluster3","Group1"
"4768","LOC4334840","cluster3","Group1"
"4769","LOC4334300","cluster3","Group1"
"4770","LOC9271490","cluster3","Group1"
"4771","LOC9271151","cluster3","Group1"
"4772","LOC4333821","cluster3","Group1"
"4773","LOC4335822","cluster3","Group1"
"4774","LOC4326014","cluster3","Group1"
"4775","LOC4338118","cluster3","Group1"
"4776","LOC4342064","cluster3","Group1"
"4777","LOC4324479","cluster3","Group1"
"4778","LOC4329953","cluster3","Group1"
"4779","LOC4326140","cluster3","Group1"
"4780","LOC4351088","cluster3","Group1"
"4781","LOC4346850","cluster3","Group1"
"4782","LOC4351694","cluster3","Group1"
"4783","LOC4343709","cluster3","Group1"
"4784","LOC4325734","cluster3","Group1"
"4785","LOC4330113","cluster3","Group1"
"4786","LOC4338337","cluster3","Group1"
"4787","LOC4349004","cluster3","Group1"
"4788","LOC4331128","cluster3","Group1"
"4789","LOC4344288","cluster3","Group1"
"4790","LOC4332799","cluster3","Group1"
"4791","LOC9268821","cluster3","Group1"
"4792","LOC4336857","cluster3","Group1"
"4793","LOC4336052","cluster3","Group1"
"4794","LOC107276915","cluster3","Group1"
"4795","LOC4336063","cluster3","Group1"
"4796","LOC107278803","cluster3","Group1"
"4797","LOC4352412","cluster3","Group1"
"4798","LOC4336271","cluster3","Group1"
"4799","LOC107278976","cluster3","Group1"
"4800","LOC4347261","cluster3","Group1"
"4801","LOC4335779","cluster3","Group1"
"4802","LOC4327471","cluster3","Group1"
"4803","LOC4343219","cluster3","Group1"
"4804","LOC4335782","cluster3","Group1"
"4805","LOC4334464","cluster3","Group1"
"4806","LOC4326757","cluster3","Group1"
"4807","LOC4349203","cluster3","Group1"
"4808","LOC4336376","cluster3","Group1"
"4809","LOC107279308","cluster3","Group1"
"4810","LOC4337604","cluster3","Group1"
"4811","LOC4342551","cluster3","Group1"
"4812","LOC4334965","cluster3","Group1"
"4813","LOC4351966","cluster3","Group1"
"4814","LOC4343177","cluster3","Group1"
"4815","LOC4335778","cluster3","Group1"
"4816","LOC4344329","cluster3","Group1"
"4817","LOC4333209","cluster3","Group1"
"4818","LOC4342552","cluster3","Group1"
"4819","LOC4343821","cluster3","Group1"
"4820","LOC4332421","cluster3","Group1"
"4821","LOC4342808","cluster3","Group1"
"4822","LOC9267636","cluster3","Group1"
"4823","LOC9271852","cluster3","Group1"
"4824","LOC9266402","cluster3","Group1"
"4825","LOC4325039","cluster3","Group1"
"4826","LOC4338307","cluster3","Group1"
"4827","LOC4324135","cluster3","Group1"
"4828","LOC4328636","cluster3","Group1"
"4829","LOC112936162","cluster3","Group1"
"4830","LOC4327177","cluster3","Group1"
"4831","LOC4330896","cluster3","Group1"
"4832","LOC9267278","cluster3","Group1"
"4833","LOC4336260","cluster3","Group1"
"4834","LOC4330438","cluster3","Group1"
"4835","LOC4326593","cluster3","Group1"
"4836","LOC4342154","cluster3","Group1"
"4837","LOC4337388","cluster3","Group1"
"4838","LOC4331687","cluster3","Group1"
"4839","LOC4340498","cluster3","Group1"
"4840","LOC4347421","cluster3","Group1"
"4841","LOC4331620","cluster3","Group1"
"4842","LOC4330121","cluster3","Group1"
"4843","LOC4330829","cluster3","Group1"
"4844","LOC9272510","cluster3","Group1"
"4845","LOC107280721","cluster3","Group1"
"4846","LOC4337755","cluster3","Group1"
"4847","LOC4334236","cluster3","Group1"
"4848","LOC4336283","cluster3","Group1"
"4849","LOC4325528","cluster3","Group1"
"4850","LOC4325604","cluster3","Group1"
"4851","LOC4352711","cluster3","Group1"
"4852","LOC112938321","cluster3","Group1"
"4853","LOC4342246","cluster3","Group1"
"4854","LOC4327803","cluster3","Group1"
"4855","LOC107279804","cluster3","Group1"
"4856","LOC4343817","cluster3","Group1"
"4857","LOC4335790","cluster3","Group1"
"4858","LOC4346069","cluster3","Group1"
"4859","LOC4330266","cluster3","Group1"
"4860","LOC4351032","cluster3","Group1"
"4861","LOC9267555","cluster3","Group1"
"4862","LOC4328767","cluster3","Group1"
"4863","LOC112938201","cluster3","Group1"
"4864","LOC9268037","cluster3","Group1"
"4865","LOC4348486","cluster3","Group1"
"4866","LOC4324003","cluster3","Group1"
"4867","LOC4351034","cluster3","Group1"
"4868","LOC4342461","cluster3","Group1"
"4869","LOC4345073","cluster3","Group1"
"4870","LOC4339522","cluster3","Group1"
"4871","LOC4327545","cluster3","Group1"
"4872","LOC4347611","cluster3","Group1"
"4873","LOC107278279","cluster3","Group1"
"4874","LOC4339652","cluster3","Group1"
"4875","LOC4331694","cluster3","Group1"
"4876","LOC4335754","cluster3","Group1"
"4877","LOC107276308","cluster3","Group1"
"4878","LOC4336422","cluster3","Group1"
"4879","LOC9267767","cluster3","Group1"
"4880","LOC4329743","cluster3","Group1"
"4881","LOC9270240","cluster3","Group1"
"4882","LOC107277492","cluster3","Group1"
"4883","LOC4346054","cluster3","Group1"
"4884","LOC4341784","cluster3","Group1"
"4885","LOC4324653","cluster3","Group1"
"4886","LOC4347155","cluster3","Group1"
"4887","LOC9272718","cluster3","Group1"
"4888","LOC4336956","cluster3","Group1"
"4889","LOC4352643","cluster3","Group1"
"4890","LOC4327331","cluster3","Group1"
"4891","LOC4336354","cluster3","Group1"
"4892","LOC4329965","cluster3","Group1"
"4893","LOC4327616","cluster3","Group1"
"4894","LOC4328975","cluster3","Group1"
"4895","LOC4338052","cluster3","Group1"
"4896","LOC4336022","cluster3","Group1"
"4897","LOC4333706","cluster3","Group1"
"4898","LOC107275984","cluster3","Group1"
"4899","LOC4340244","cluster3","Group1"
"4900","LOC107277555","cluster3","Group1"
"4901","LOC4346773","cluster3","Group1"
"4902","LOC4342473","cluster3","Group1"
"4903","LOC4335424","cluster3","Group1"
"4904","LOC107277998","cluster3","Group1"
"4905","LOC4329441","cluster3","Group1"
"4906","LOC4333109","cluster3","Group1"
"4907","LOC4351696","cluster3","Group1"
"4908","LOC4352303","cluster3","Group1"
"4909","LOC112938206","cluster3","Group1"
"4910","LOC9266903","cluster3","Group1"
"4911","LOC107276234","cluster3","Group1"
"4912","LOC4330638","cluster3","Group1"
"4913","LOC4333381","cluster3","Group1"
"4914","LOC4349121","cluster3","Group1"
"4915","LOC107277891","cluster3","Group1"
"4916","LOC4329857","cluster3","Group1"
"4917","LOC9267725","cluster3","Group1"
"4918","LOC4336513","cluster3","Group1"
"4919","LOC4346236","cluster3","Group1"
"4920","LOC4351687","cluster3","Group1"
"4921","LOC4341625","cluster3","Group1"
"4922","LOC4338477","cluster3","Group1"
"4923","LOC4331197","cluster3","Group1"
"4924","LOC107281401","cluster3","Group1"
"4925","LOC4345862","cluster3","Group1"
"4926","LOC4340438","cluster3","Group1"
"4927","LOC4324944","cluster3","Group1"
"4928","LOC9269128","cluster3","Group1"
"4929","LOC4331656","cluster3","Group1"
"4930","LOC4328679","cluster3","Group1"
"4931","LOC107277695","cluster3","Group1"
