"","YR_1_1","YR_1_2","YR_1_3","YR_3_2","YR_3_3","YR_3_4","YR_1_4","YR_1_5","YR_1_6","YR_2_6","YR_2_7","YR_2_8","YR_1_17","YR_2_1","YR_2_2","YR_2_3","YR_2_4","YR_2_5","YR_3_8","YR_3_9","YR_3_10","YR_3_11","YR_1_10","YR_1_11","YR_1_12","YR_1_13","YR_3_12","YR_3_13","YR_3_14","YR_3_15","YR_3_16"
"ASV_677",0,0,0,160,111,0,0,0,0,0,0,0,119,29,0,0,28,62,0,105,173,93,0,0,0,0,0,0,0,0,0
"ASV_678",0,0,0,0,0,0,0,0,0,0,0,0,148,0,79,0,0,0,0,196,121,309,0,0,0,0,0,0,0,0,0
"ASV_679",36,46,0,48,291,110,19,7,31,0,0,0,0,0,0,0,0,0,79,48,0,0,0,9,27,57,0,0,0,0,0
"ASV_680",56,27,17,57,100,57,4,58,5,0,1,0,16,30,62,80,0,28,3,6,14,167,30,29,0,1,0,0,15,0,0
"ASV_681",28,23,0,0,0,0,0,0,122,71,0,0,0,0,0,0,0,0,97,0,30,0,0,20,0,25,0,0,0,0,0
"ASV_682",129,24,35,40,88,103,10,44,42,0,9,0,0,0,93,0,0,0,79,0,0,45,0,0,0,0,0,0,0,0,0
"ASV_683",9,11,6,0,0,17,48,18,39,12,0,0,0,19,0,32,0,50,25,16,18,17,0,0,0,20,109,115,61,80,46
"ASV_684",0,21,0,74,196,33,0,0,65,0,0,0,30,26,0,53,25,0,35,121,103,26,0,46,0,50,0,0,0,0,0
"ASV_685",0,0,0,0,215,118,0,0,0,0,0,114,70,0,204,217,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
"ASV_686",0,17,0,0,0,0,0,32,88,32,0,0,91,0,42,10,10,0,56,130,129,69,16,19,21,0,0,0,0,0,0
"ASV_687",0,0,0,0,181,0,0,0,0,0,0,0,0,52,0,57,0,0,0,0,0,0,0,52,0,0,227,257,176,71,178
"ASV_688",16,0,41,79,0,50,11,0,83,27,0,61,0,53,49,31,0,0,0,0,18,0,0,0,0,0,81,98,59,74,0
"ASV_690",0,0,0,163,116,0,0,0,0,0,0,0,102,0,79,0,0,37,0,106,138,60,0,0,0,0,0,0,0,0,0
"ASV_691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,474,295,168,179,156
"ASV_692",0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,123,0,0,103,0,0,0,0,103,0,0,0,0,0,0,0
"ASV_693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,21,300,339,205,245,166
"ASV_694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,256,317,311
"ASV_695",0,0,128,46,0,89,29,0,43,25,29,0,0,75,0,111,0,0,0,85,296,50,46,0,0,0,0,0,0,0,0
"ASV_697",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,33,226,269,199,276,239
"ASV_698",74,0,4,0,0,0,0,61,0,0,0,0,0,0,170,591,0,0,0,0,0,0,10,113,0,0,0,0,0,0,0
"ASV_699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,288,270,199,179
"ASV_700",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,275,327,184,283,154
"ASV_701",0,0,0,36,88,0,0,0,0,0,0,0,65,45,185,0,0,36,107,102,99,54,0,0,0,0,0,0,0,0,0
"ASV_702",0,119,42,0,0,0,0,0,516,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,294,350,226,275,131
"ASV_704",77,0,59,0,0,0,0,0,79,0,0,0,47,40,0,55,0,0,141,141,93,252,0,0,0,0,0,0,0,0,0
"ASV_705",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,353,308,248,208,131
"ASV_706",0,0,0,50,194,28,0,0,0,0,0,0,197,55,47,0,41,73,23,126,48,92,0,0,0,0,0,0,0,0,0
"ASV_707",46,0,24,62,41,64,45,0,93,347,24,25,0,67,16,26,0,11,0,14,36,125,0,0,28,13,0,0,0,0,0
"ASV_708",10,24,14,22,105,0,0,0,87,19,23,25,31,39,40,24,0,50,53,103,55,44,15,14,26,0,0,0,0,0,0
"ASV_709",0,0,0,0,317,26,0,113,33,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0
"ASV_710",0,0,0,25,0,0,63,19,0,26,0,0,0,0,0,0,0,0,611,0,0,0,0,0,333,104,0,0,0,0,0
"ASV_712",0,32,0,0,0,0,22,0,0,0,25,28,0,27,189,0,0,0,0,0,0,0,19,109,0,0,0,0,0,0,0
"ASV_713",0,30,37,11,0,18,21,13,133,40,17,40,14,54,27,24,24,38,65,132,69,32,16,41,7,0,10,0,0,12,0
"ASV_714",0,44,12,0,0,0,0,0,59,82,34,0,76,38,65,20,0,22,126,59,20,14,30,106,18,13,0,0,0,0,0
"ASV_715",17,49,12,79,148,29,21,36,87,35,0,37,13,17,0,32,0,0,10,16,22,23,7,9,19,0,0,0,0,0,0
"ASV_716",0,62,112,0,0,0,52,0,89,0,159,84,0,74,0,77,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0
"ASV_717",46,19,16,55,0,36,75,67,43,80,0,50,0,33,0,46,39,0,0,0,48,52,0,12,27,0,0,0,0,0,0
"ASV_719",106,62,0,0,0,103,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,210,0,58,0,0,0,0,0,0,0
"ASV_720",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,11,9,299,240,286,165,164
"ASV_721",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,27,0,0,12,20,10,0,20,10,10,27,241,252,127,208,194
"ASV_723",23,0,0,0,0,0,0,0,134,0,0,0,68,0,0,0,0,0,81,76,34,78,0,27,31,34,0,0,0,0,0
"ASV_724",157,0,0,32,0,0,0,10,0,0,0,0,0,0,0,23,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0
"ASV_725",61,12,13,52,0,0,0,36,0,0,0,0,0,28,134,404,0,0,0,0,0,18,9,81,0,0,0,0,0,0,0
"ASV_726",0,12,6,15,0,0,27,14,15,0,9,16,9,0,23,55,11,39,8,19,18,0,14,10,8,36,170,148,82,129,117
"ASV_727",0,19,23,74,0,17,41,0,180,0,36,76,0,0,0,0,0,0,24,84,96,0,9,19,0,0,0,0,0,0,0
"ASV_728",34,148,0,0,0,0,0,59,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"ASV_729",59,0,0,0,0,65,0,160,0,0,28,0,0,33,0,0,0,0,0,0,0,126,114,48,0,47,0,0,0,0,0
"ASV_730",21,10,4,91,127,10,6,8,5,53,28,38,26,5,24,13,46,13,13,19,25,26,10,14,18,11,0,0,0,0,0
"ASV_731",0,0,0,0,142,0,0,0,0,0,0,0,75,37,0,0,0,85,0,69,70,29,0,0,0,0,0,0,0,0,0
"ASV_732",0,46,9,10,57,0,0,6,174,0,0,0,32,43,0,0,0,10,175,113,30,52,6,0,16,10,0,0,0,0,0
"ASV_733",36,0,33,44,0,20,29,0,26,59,0,0,0,95,0,0,67,160,0,0,41,111,0,0,0,0,13,0,0,0,0
"ASV_734",0,0,0,0,0,0,0,0,0,0,0,0,122,43,95,0,0,86,0,96,135,0,0,0,0,0,0,0,0,0,0
"ASV_735",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,19,0,183,335,210,241,154
"ASV_736",0,43,0,0,0,0,0,38,134,0,0,0,70,0,0,0,0,0,67,140,67,65,0,0,43,0,0,0,0,0,0
"ASV_737",0,56,25,78,228,73,45,6,55,0,0,49,0,109,0,0,61,0,71,36,0,0,0,0,0,0,0,0,0,0,0
"ASV_738",13,5,18,103,108,21,2,66,0,0,0,27,111,60,47,47,0,12,0,0,28,29,34,13,9,7,0,0,0,0,0
"ASV_739",0,61,31,233,0,0,0,0,63,0,0,41,0,38,0,0,61,0,0,0,105,79,0,62,0,59,0,0,0,0,0
"ASV_740",0,27,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,45,56,63,38,0,27,30,37,90,164,180,145,48
"ASV_741",0,16,0,33,0,0,21,0,24,121,0,222,0,0,0,0,0,0,111,46,0,0,31,73,48,46,0,0,0,0,0
"ASV_742",0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,7,0,5,29,0,12,37,223,270,196,247,158
"ASV_743",31,0,51,306,0,25,13,19,0,0,0,0,0,111,0,0,0,0,0,0,0,93,71,24,0,0,0,0,0,0,0
"ASV_744",5,20,2,22,112,11,18,9,8,9,40,22,9,19,12,13,22,35,16,42,22,40,15,0,17,15,21,27,25,30,36
"ASV_745",55,0,45,0,0,33,28,59,118,71,22,0,59,35,0,0,0,0,0,105,39,73,0,0,0,0,0,0,0,0,0
"ASV_746",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,8,0,0,0,0,27,29,9,0,43,279,295,141,254,0
"ASV_747",0,0,0,0,70,0,0,0,0,0,0,0,129,0,77,0,0,0,55,124,0,168,0,0,0,0,0,0,0,0,0
"ASV_748",0,23,25,131,0,0,0,87,39,0,0,0,0,78,129,0,0,0,0,0,19,73,38,29,0,0,0,0,0,0,0
"ASV_749",0,0,0,54,0,0,66,0,80,82,0,160,0,86,0,29,0,0,44,112,0,42,0,49,59,47,0,0,0,0,0
"ASV_750",0,0,21,38,0,0,29,0,0,0,0,0,40,19,78,28,0,0,23,52,62,67,0,0,0,0,26,49,15,0,62
"ASV_751",0,0,0,53,126,0,0,0,0,0,0,0,212,35,59,0,38,90,0,105,40,102,0,0,0,0,0,0,0,0,0
"ASV_752",0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,44,0,87,98,51,0,0,0,0,0,0,0,0,0
"ASV_753",55,0,0,0,371,103,0,0,0,68,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_755",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,272,365,203,182,112
"ASV_756",22,117,9,0,70,5,11,66,80,16,0,11,0,4,0,16,0,0,30,0,31,11,16,16,15,71,2,0,0,0,0
"ASV_758",9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,18,16,19,17,200,314,225,198,142
"ASV_759",37,35,53,0,0,0,45,0,130,0,0,63,0,46,0,0,50,0,32,86,0,0,26,18,0,0,0,0,0,0,0
"ASV_760",13,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,12,23,0,0,0,15,19,28,212,240,197,189,169
"ASV_761",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,13,20,5,24,41,162,256,188,210,167
"ASV_762",0,0,13,28,0,35,0,0,0,0,0,0,118,0,50,0,32,0,0,0,95,212,0,0,0,0,0,0,0,0,0
"ASV_763",35,0,14,138,0,0,0,10,0,0,0,0,0,17,26,58,0,0,0,0,0,0,162,7,0,0,0,0,0,0,0
"ASV_764",19,0,0,11,0,16,0,9,59,21,18,0,0,28,39,5,49,48,40,115,45,130,5,12,15,12,11,0,0,7,0
"ASV_765",0,17,56,0,315,19,0,14,80,0,45,97,0,76,0,71,0,0,0,35,185,0,0,0,0,0,0,0,0,0,0
"ASV_766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,326,314,213,237,0
"ASV_767",24,0,20,14,0,34,0,20,26,0,0,0,39,21,60,60,0,0,0,80,71,23,0,0,0,14,0,0,0,0,0
"ASV_768",0,159,0,0,0,0,0,0,56,32,0,0,355,0,0,53,0,0,0,0,0,12,0,78,0,14,0,0,0,0,0
"ASV_769",0,0,0,84,102,0,0,0,0,145,0,0,85,28,60,0,0,31,0,43,69,44,0,0,0,0,0,0,0,0,0
"ASV_771",0,0,0,101,154,0,0,0,0,0,0,0,72,47,69,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
"ASV_772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,6,21,304,207,209,211,150
"ASV_773",23,0,27,53,77,59,23,10,19,32,0,88,0,20,0,22,25,45,13,35,14,22,3,0,12,19,28,16,29,24,67
"ASV_774",0,0,0,0,0,0,0,0,122,130,0,74,0,0,0,0,0,0,115,158,43,62,0,0,29,26,0,0,0,0,0
"ASV_775",68,0,0,0,0,0,0,120,0,0,0,0,0,73,0,100,0,0,0,0,47,174,54,85,0,0,0,0,0,0,0
"ASV_776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,27,0,18,18,50,172,247,111,149,277
"ASV_777",5,19,0,0,0,8,28,17,14,8,0,0,7,0,17,15,0,17,15,0,0,8,0,0,7,14,261,168,89,141,87
"ASV_778",25,0,0,114,0,0,0,41,0,0,0,0,0,196,0,0,0,0,0,0,0,193,19,14,0,0,0,0,0,0,0
"ASV_779",0,16,20,0,67,31,42,5,103,47,23,130,0,0,0,16,29,21,54,61,42,0,10,27,84,11,0,0,0,0,0
"ASV_780",0,0,0,0,108,0,0,0,0,0,0,0,239,0,39,0,0,102,0,146,53,127,0,0,0,0,0,0,0,0,0
"ASV_781",52,0,0,114,0,0,0,149,0,0,0,0,0,137,63,21,0,0,0,0,0,32,86,0,0,0,0,0,0,0,0
"ASV_782",0,0,0,0,167,0,0,0,0,0,0,0,87,67,122,0,0,0,0,76,126,0,0,0,0,0,0,0,0,0,0
"ASV_783",23,190,0,92,68,38,34,0,69,0,0,95,0,34,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0
"ASV_784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,283,327,191,178,142
"ASV_785",0,0,0,0,18,0,0,0,0,0,0,0,0,0,12,0,0,17,13,33,17,15,0,9,21,30,233,209,134,170,123
"ASV_786",75,0,0,0,0,0,0,219,0,0,0,0,0,104,0,0,0,0,0,0,0,75,87,33,0,0,0,0,0,0,0
"ASV_787",14,80,20,0,0,0,0,14,138,60,8,0,8,0,0,0,0,0,48,74,40,0,56,64,45,13,0,0,0,0,0
"ASV_788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,296,215,178,0
"ASV_789",21,44,13,64,96,46,20,43,79,48,0,42,23,21,0,16,24,16,37,62,34,27,0,23,0,12,0,0,0,0,0
"ASV_790",0,0,0,93,0,88,71,0,62,0,0,135,0,110,0,0,0,192,50,0,0,0,0,0,52,0,0,0,0,0,0
"ASV_792",50,0,0,0,0,0,0,58,0,0,0,0,0,18,28,217,0,0,0,0,34,27,35,39,0,0,18,0,0,15,0
"ASV_795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23,214,298,168,227,162
"ASV_796",0,0,0,0,0,30,0,0,0,0,0,0,21,10,0,739,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
"ASV_797",160,0,15,39,0,0,0,25,0,0,0,0,0,17,0,13,0,0,0,0,0,33,177,63,0,0,0,0,0,0,0
"ASV_798",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,20,0,0,18,194,205,120,211,193
"ASV_799",0,6,0,0,0,0,76,0,4,117,18,0,561,20,0,0,29,21,8,0,0,0,25,0,0,0,0,0,0,0,0
"ASV_800",0,0,6,42,61,0,0,14,31,0,0,15,21,29,54,11,0,0,8,42,16,36,9,7,7,10,0,0,0,6,0
"ASV_802",26,0,0,0,0,0,0,46,0,0,0,0,0,0,0,56,0,0,0,0,0,0,63,6,0,0,0,0,0,4,0
"ASV_803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,21,183,303,124,259,209
"ASV_804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,228,285,185,230,133
"ASV_805",17,12,0,0,0,0,0,0,15,0,5,8,0,0,0,13,0,30,18,0,30,17,0,0,16,54,122,169,172,129,172
"ASV_806",15,11,0,0,0,0,0,0,54,18,0,0,9,12,0,0,0,12,34,37,23,30,17,0,7,13,141,186,101,88,108
"ASV_807",0,37,0,0,107,0,0,29,26,0,0,35,53,0,43,0,0,36,0,29,60,0,0,0,0,0,6,0,0,0,0
"ASV_808",0,0,64,0,0,0,419,0,210,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_809",0,0,0,0,112,0,0,0,0,0,0,0,47,23,0,0,0,85,0,126,75,121,0,0,0,0,0,0,0,0,0
"ASV_810",0,34,20,0,74,33,0,32,77,0,0,26,20,25,0,0,0,0,36,78,30,34,0,33,46,40,0,0,0,0,0
"ASV_811",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,225,277,191,197,176
"ASV_812",0,0,24,0,88,0,0,0,27,0,0,11,71,67,0,46,39,0,0,131,154,100,0,0,55,22,0,0,0,0,0
"ASV_813",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,247,265,172,253,128
"ASV_814",30,28,40,0,140,24,0,20,103,70,38,0,0,0,0,24,0,0,41,73,49,0,32,0,0,0,0,0,0,0,0
"ASV_815",11,20,41,57,0,36,13,0,141,46,26,146,29,20,0,0,0,41,26,46,106,15,0,85,30,0,0,0,0,0,0
"ASV_816",0,0,0,0,0,0,0,0,0,0,0,0,70,31,44,0,0,51,0,85,81,36,0,0,0,0,0,0,0,0,0
"ASV_817",0,4,16,56,58,0,10,0,4,23,24,14,23,51,159,4,26,90,4,12,57,5,5,61,22,0,0,0,0,0,0
"ASV_818",0,0,73,189,0,0,39,0,0,142,0,114,0,0,0,0,215,0,108,0,0,0,0,0,0,63,0,0,0,0,0
"ASV_819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,344,174,188,120
"ASV_820",10,0,10,36,0,23,0,12,28,0,0,0,16,17,50,38,21,0,19,147,93,45,0,0,0,0,0,0,0,0,0
"ASV_821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,212,245,159,198,163
"ASV_822",0,61,0,57,93,0,0,0,61,0,0,0,28,31,0,0,0,0,276,35,94,24,0,0,0,0,0,0,0,0,0
"ASV_823",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,216,128,211,201
"ASV_824",15,4,0,34,0,20,0,0,22,16,0,9,12,21,0,13,16,37,8,86,152,25,9,0,5,21,58,51,29,40,22
"ASV_826",0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,18,11,297,217,189,289,0
"ASV_827",0,0,0,96,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,78,0,0,0,0,0,0,0
"ASV_828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,249,169,221,188
"ASV_829",0,14,0,0,478,0,0,0,0,0,45,0,0,0,0,28,0,0,0,40,34,18,0,0,0,0,0,0,0,0,0
"ASV_830",0,0,0,78,0,34,0,59,17,0,99,36,22,0,0,0,34,0,0,96,19,56,31,0,0,14,0,0,0,0,0
"ASV_831",0,29,42,61,0,0,0,44,169,0,0,165,0,61,0,0,0,0,74,0,0,0,0,29,25,0,19,21,0,0,0
"ASV_833",36,0,0,0,0,5,0,155,0,0,0,0,0,88,0,0,0,0,0,0,0,41,105,49,0,0,0,0,0,0,0
"ASV_834",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,278,217,189,169,135
"ASV_835",27,0,10,31,270,10,8,13,38,0,0,7,24,3,14,86,8,15,0,43,6,6,12,0,0,73,0,0,0,0,0
"ASV_836",0,0,0,0,0,0,0,0,33,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,243,247,141,148,186
"ASV_837",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,30,216,233,158,226,174
"ASV_838",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,17,34,152,155,172,287,121
"ASV_839",21,13,0,24,57,0,0,27,63,0,0,0,0,14,0,47,19,0,32,124,33,92,0,0,13,30,0,0,0,0,0
"ASV_840",40,17,0,0,72,14,0,15,12,0,0,0,26,0,0,126,18,0,0,38,49,45,39,33,0,16,0,0,0,0,0
"ASV_841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,17,176,213,201,183,233
"ASV_842",46,59,5,33,137,13,15,13,43,12,0,0,31,0,12,57,0,26,0,0,35,27,24,43,0,8,0,0,0,0,0
"ASV_843",38,0,0,52,0,0,7,10,0,0,0,0,0,4,41,104,0,0,0,0,0,0,28,11,0,0,0,0,0,0,0
"ASV_844",13,0,0,0,298,41,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_845",0,0,0,0,0,0,6,12,15,0,7,0,0,0,0,0,0,0,24,0,0,0,16,12,0,42,153,199,149,156,201
"ASV_846",23,24,17,0,66,22,24,0,30,0,25,76,0,8,40,0,0,18,35,27,17,0,60,45,0,0,0,7,0,0,0
"ASV_847",0,0,0,0,0,0,0,25,42,0,0,0,0,0,0,0,0,0,0,0,54,121,0,0,0,0,0,0,0,0,0
"ASV_848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,190,236,179,226,148
"ASV_849",0,30,0,0,0,0,0,0,42,15,0,0,0,0,35,29,0,27,26,0,0,0,0,24,0,0,60,60,32,57,32
"ASV_850",0,0,0,0,133,0,0,0,0,96,0,0,58,0,61,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_852",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,10,9,6,8,0,27,253,198,154,164,119
"ASV_853",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,234,273,142,203,134
"ASV_854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,33,0,0,0,0,0,320,140,124,115,174
"ASV_855",0,9,0,102,0,0,24,31,0,0,0,0,0,28,54,18,0,0,0,0,18,75,12,0,0,0,0,0,0,0,0
"ASV_856",30,1,0,19,0,0,0,30,2,53,0,80,72,23,0,0,38,48,2,1,3,0,0,13,46,23,0,0,0,0,0
"ASV_858",0,0,14,0,0,0,0,0,201,80,17,56,0,144,0,0,61,0,0,0,0,0,15,16,0,11,0,0,0,0,0
"ASV_859",31,19,15,0,110,0,0,0,65,0,0,38,0,0,0,0,0,0,36,53,29,38,189,8,0,18,26,0,0,19,0
"ASV_860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,169,192,113,209,252
"ASV_861",0,0,47,0,0,65,0,0,61,64,42,155,0,57,0,24,87,0,0,42,129,0,128,0,0,0,0,0,0,0,0
"ASV_862",36,0,0,15,0,25,0,20,19,0,0,21,0,21,36,21,49,92,54,76,26,62,0,0,11,0,18,18,0,30,0
"ASV_863",28,18,0,34,0,0,11,19,86,0,0,0,0,17,0,39,12,47,31,66,76,25,0,0,0,31,22,23,0,21,0
"ASV_864",0,0,10,0,0,0,0,0,0,93,22,0,0,13,161,14,12,0,0,27,9,0,10,31,25,0,0,0,0,0,0
"ASV_865",38,0,0,58,68,61,0,42,21,0,0,0,0,26,52,35,51,0,0,0,36,0,0,0,29,0,0,0,0,0,0
"ASV_866",0,0,0,0,88,0,0,0,0,0,0,0,0,0,115,0,0,69,0,125,90,83,0,0,0,0,0,0,0,0,0
"ASV_867",19,0,0,36,0,32,0,24,16,48,0,0,0,11,0,24,0,0,23,48,35,46,0,0,0,0,155,0,0,104,215
"ASV_868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,0,0,195,203,163,215,171
"ASV_869",0,0,39,53,122,0,33,0,42,27,0,62,0,29,32,0,42,0,53,78,0,0,0,36,16,0,0,0,0,0,0
"ASV_870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,284,213,166,159,159
"ASV_873",0,0,0,0,0,0,0,28,0,0,0,0,0,51,75,0,0,0,30,0,0,0,134,0,0,24,0,0,0,0,0
"ASV_874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,181,219,184,246,152
"ASV_875",62,0,0,167,0,32,36,113,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,14,44,229,0,0,0,0,0
"ASV_876",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,14,0,22,0,26,215,176,119,155,107
"ASV_877",0,0,80,4,71,5,0,0,47,12,0,8,0,0,0,0,0,0,14,396,74,0,0,79,0,0,0,0,0,0,0
"ASV_878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,194,157,266,173
"ASV_879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,242,274,104,186,166
"ASV_880",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,21,120,249,136,266,136
"ASV_881",0,0,37,91,0,0,14,58,0,0,0,0,0,128,0,18,0,0,0,0,0,240,113,28,0,0,0,0,0,0,0
"ASV_882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,188,195,137,218,215
"ASV_883",0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,13,7,0,12,0,0,0,0,0,197,238,139,192,134
"ASV_884",0,0,0,25,171,0,0,0,20,0,0,0,0,0,46,63,0,0,0,50,0,0,0,0,0,63,0,0,0,0,0
"ASV_885",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,21,239,236,151,183,117
"ASV_886",33,0,0,240,0,0,0,24,0,0,0,0,0,107,0,0,0,0,0,0,0,13,0,39,0,0,0,0,0,0,0
"ASV_887",110,0,0,177,0,15,14,66,0,0,0,0,0,60,0,0,0,0,0,0,0,0,115,33,0,0,0,0,0,0,7
"ASV_888",12,0,39,0,162,0,24,0,0,74,0,40,14,37,79,0,0,20,0,84,34,0,0,30,77,0,0,0,0,0,0
"ASV_889",0,0,0,0,124,0,0,0,0,0,0,0,69,66,0,0,102,0,0,0,124,0,0,0,0,0,0,0,0,0,0
"ASV_890",35,101,0,0,0,0,38,129,51,65,0,0,0,0,27,0,0,0,0,0,0,0,0,81,18,28,0,84,0,0,0
"ASV_891",30,0,0,0,118,17,0,0,41,0,0,34,32,0,0,0,0,0,0,84,140,23,0,69,18,0,0,0,0,0,0
"ASV_892",32,10,0,0,582,0,0,0,0,0,0,0,0,50,0,0,0,89,0,0,0,60,36,31,0,0,0,0,0,0,0
"ASV_893",0,0,0,0,0,0,0,0,0,70,0,80,0,0,0,0,0,0,0,0,600,216,0,0,0,0,0,0,0,0,0
