"","YR_1_1","YR_1_2","YR_1_3","YR_3_2","YR_3_3","YR_3_4","YR_1_4","YR_1_5","YR_1_6","YR_2_6","YR_2_7","YR_2_8","YR_1_17","YR_2_1","YR_2_2","YR_2_3","YR_2_4","YR_2_5","YR_3_8","YR_3_9","YR_3_10","YR_3_11","YR_1_10","YR_1_11","YR_1_12","YR_1_13","YR_3_12","YR_3_13","YR_3_14","YR_3_15","YR_3_16"
"ASV_3046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,14,21
"ASV_3048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,9,13
"ASV_3053",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0
"ASV_3054",0,2,0,0,0,0,14,0,8,11,0,9,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,0,10,2,0
"ASV_3059",16,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0
"ASV_3060",8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,55,0,0,0,0,0,0,0
"ASV_3061",17,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0
"ASV_3062",0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,5,10,0,11,1,0,0,10,0,0,0,0,0
"ASV_3063",0,0,8,0,0,0,0,9,7,0,13,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0
"ASV_3064",0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,9,0,0,0
"ASV_3065",0,8,13,0,0,0,0,8,9,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0
"ASV_3066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,20,4,0
"ASV_3074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,8,0
"ASV_3076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,14,19
"ASV_3078",0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,12,8,14,0,0,0
"ASV_3083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,4,8
"ASV_3087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,4,20
"ASV_3088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,9,20
"ASV_3091",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,37
"ASV_3092",8,0,0,8,0,3,0,0,1,0,0,0,11,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0
"ASV_3093",0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,7,5,0,0,0,0,0,0,1,3,0,3,2,3
"ASV_3097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,9,13,0
"ASV_3099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,10,9,0
"ASV_3101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,11,8,0
"ASV_3102",10,0,8,0,0,0,0,12,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3103",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,12,14,0
"ASV_3104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,6,18,0
"ASV_3105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,5,18,4,0
"ASV_3107",0,0,20,15,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"ASV_3110",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,21,0,5,13,0,0,0,0,0,0,0,0,0,0
"ASV_3114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,11,23
"ASV_3115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,10,0
"ASV_3117",10,0,6,12,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3118",12,0,0,0,0,6,0,4,6,4,0,0,0,7,0,0,0,0,6,0,3,7,0,0,0,0,0,4,0,0,0
"ASV_3119",0,9,0,0,0,0,0,5,2,0,0,6,0,0,0,4,0,0,3,0,4,2,2,0,0,0,0,0,4,0,0
"ASV_3120",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,8,8,5,16
"ASV_3123",0,0,0,7,10,0,10,0,2,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_3127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,12,10,14
"ASV_3128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,17,6,24
"ASV_3129",10,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0
"ASV_3131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,16,12,7,13
"ASV_3133",0,1,0,0,15,0,0,3,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_3135",0,10,0,10,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,6,0
"ASV_3138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,6,1,27
"ASV_3139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,21,0
"ASV_3144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,15,25,0
"ASV_3145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,17,16,0,0
"ASV_3146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,4,0,37
"ASV_3149",0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_3160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,10,9
"ASV_3161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,8,41
"ASV_3164",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,8,5,4,0,16
"ASV_3166",0,0,0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0
"ASV_3174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,12,10,0
"ASV_3175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,20,17
"ASV_3182",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0
"ASV_3183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,1,6,0,15,7
"ASV_3184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,7,0,21
"ASV_3185",0,5,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,7,0,5,0,0,16,0,0,0,0,0,0
"ASV_3187",0,0,0,0,0,0,0,0,0,0,0,0,21,3,11,0,0,0,0,7,9,5,0,0,0,0,0,0,0,0,0
"ASV_3188",0,3,0,0,11,0,20,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,6,32
"ASV_3192",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,9,20,0,0
"ASV_3195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,10,16
"ASV_3196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,4,17
"ASV_3197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,7,9,0
"ASV_3199",8,0,0,3,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,5,0,6,10,8,0,0,0,0,0,0,0
"ASV_3206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,6,5,13,0
"ASV_3208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,7,4
"ASV_3209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,15,7,16
"ASV_3210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,8,12,14,0
"ASV_3211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,10,22,18,0,0,0,0,0
"ASV_3212",0,7,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13,0,0,0,0,0
"ASV_3213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,22,5,17
"ASV_3216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,9,7,0
"ASV_3219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,6,22
"ASV_3220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,10,0
"ASV_3221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,16,9,0
"ASV_3222",6,0,5,0,0,11,8,9,0,3,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_3223",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,1,7,0,21,0,0,0,0,0
"ASV_3224",0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,3,4,0,0,0,5,8,0,0,0,0,0,0
"ASV_3225",0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ASV_3227",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,8,11,0
"ASV_3228",0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,17,0
"ASV_3231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,17,0,12
"ASV_3232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,7,16
"ASV_3237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,11,0,20
"ASV_3238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,11,9,11
"ASV_3239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,9,17,0
"ASV_3240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,10,0
"ASV_3242",1,0,3,0,0,0,1,1,2,3,0,3,4,4,3,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_3243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,17,0,22
"ASV_3247",0,0,0,4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,5,1,4,7,0,0,0,0,0,0,0,5,0
"ASV_3248",0,0,0,0,15,0,18,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3255",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,11,0,1,0,0
"ASV_3256",5,0,0,0,0,0,15,2,19,0,37,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_3257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,11,6,11,11,6
"ASV_3258",0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,27,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0
"ASV_3259",0,0,8,4,0,0,9,0,5,0,0,0,0,2,0,0,0,0,8,3,0,0,0,7,0,0,0,0,0,0,0
"ASV_3260",0,0,0,2,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV_3261",0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0
"ASV_3262",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,16,0
"ASV_3265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,3,0
"ASV_3267",2,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,8,0,0,0,4,10,3,0,0,0,0,0,0
"ASV_3268",0,0,0,0,0,0,0,0,8,0,0,13,0,5,0,0,0,0,1,2,5,0,7,8,2,0,0,0,0,0,0
"ASV_3269",0,0,0,23,0,0,16,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0
"ASV_3270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,2,5,7,0
"ASV_3274",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,0,4,12
"ASV_3277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,8,0
"ASV_3278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,12,12,0
"ASV_3279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,20,0
"ASV_3280",7,0,2,7,26,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
"ASV_3282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,15,14,0
"ASV_3285",0,17,9,0,0,15,4,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3287",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,5,15
"ASV_3294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,10,14,0
"ASV_3298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,0,27
"ASV_3299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,13,0
"ASV_3300",8,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"ASV_3301",0,0,6,0,0,0,10,0,4,0,0,15,0,10,0,0,0,0,3,0,0,0,2,0,0,5,0,0,0,0,0
"ASV_3303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,8,4,0,39
"ASV_3304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,6,9,0
"ASV_3305",0,15,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3306",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,13,10,4,9
"ASV_3311",19,0,3,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0
"ASV_3313",0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15,0,0,14,0
"ASV_3318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,9,5
"ASV_3323",0,0,8,0,0,0,0,0,5,0,0,18,0,3,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_3329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,6,9,7
"ASV_3330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,7,0
"ASV_3332",11,0,6,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"ASV_3333",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,6,3,10
"ASV_3334",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,9,0,0,0,3,0,1,8,0
"ASV_3336",0,12,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0
"ASV_3337",0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"ASV_3341",7,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,0,0,5,4,0,2,0,0,0,0,0,0,0,0,0
"ASV_3342",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,14,2,5,7,10,0
"ASV_3347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,9,0
"ASV_3348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,23,0
"ASV_3349",0,0,6,0,0,0,3,7,5,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,9,0,0,0
"ASV_3350",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,20
"ASV_3351",0,16,4,0,0,0,12,0,1,0,0,8,0,0,0,0,2,0,0,0,8,1,0,0,13,0,0,0,0,0,0
"ASV_3352",0,0,0,0,0,0,14,0,0,0,19,0,0,0,0,0,0,0,5,3,10,0,0,0,0,27,0,0,0,0,0
"ASV_3354",0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_3357",0,13,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"ASV_3359",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,3,0,0
"ASV_3365",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0
"ASV_3367",0,7,5,0,0,0,0,0,4,4,2,0,4,6,0,1,4,2,0,0,0,0,6,0,7,4,0,0,0,0,0
"ASV_3369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,16,0,14,0,0
"ASV_3370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,18,19
"ASV_3372",0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0
"ASV_3375",0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0
"ASV_3378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,19,8,0,0
"ASV_3380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,3,19
"ASV_3384",0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0
"ASV_3385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,7,0,18,0
"ASV_3386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,10,6,9
"ASV_3393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,13,6,6,0
"ASV_3395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,0,12
"ASV_3396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29
"ASV_3400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,11,8,14
"ASV_3409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,9,6,0
"ASV_3410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,15,26
"ASV_3411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,17,20
"ASV_3412",7,0,6,0,10,10,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,7,7,3,0
"ASV_3415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,14,6,0
"ASV_3417",0,0,5,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0
"ASV_3419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40
"ASV_3423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,7,0,13
"ASV_3424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,16,0
"ASV_3425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,7,0,13
"ASV_3427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,12,0,22
"ASV_3428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,12,4,9,18
"ASV_3434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,6,0
"ASV_3436",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0
"ASV_3438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,5,0,8,9
"ASV_3440",0,0,0,0,10,0,0,0,0,0,0,0,20,0,8,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0
"ASV_3445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,11,0
"ASV_3446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,11,6,0
"ASV_3447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,13,14
"ASV_3454",6,0,0,0,24,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV_3459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,11,10,0,11
"ASV_3460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,8,12,14
"ASV_3461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,0,11,12
"ASV_3462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,15,0
"ASV_3465",0,0,6,0,0,9,0,0,0,0,0,10,0,0,0,0,12,8,0,1,7,0,0,0,0,0,0,0,0,0,0
"ASV_3472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,14,0
"ASV_3473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,6,10,7
"ASV_3474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,11,4
"ASV_3477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,8,4,0,5,0,12,0,0
"ASV_3478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,11,10,0
"ASV_3482",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0
"ASV_3487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,3,7,3
"ASV_3490",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,16,9
