"","ID","prev","RA.mean","log.mean","filtN","ra","prevN","condition"
"ASV_27654","ASV_27654",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27655","ASV_27655",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27656","ASV_27656",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27657","ASV_27657",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27658","ASV_27658",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27659","ASV_27659",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27660","ASV_27660",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27661","ASV_27661",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27662","ASV_27662",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27663","ASV_27663",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27664","ASV_27664",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27665","ASV_27665",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27666","ASV_27666",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27667","ASV_27667",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27668","ASV_27668",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27669","ASV_27669",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27670","ASV_27670",0.032258064516129,1.99013292097779e-07,-6.70111791609313,"Retain","Discard","Discard","Both_Fail"
"ASV_27671","ASV_27671",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27672","ASV_27672",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27673","ASV_27673",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27674","ASV_27674",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27675","ASV_27675",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27676","ASV_27676",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27677","ASV_27677",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27678","ASV_27678",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27679","ASV_27679",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27680","ASV_27680",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27681","ASV_27681",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27682","ASV_27682",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
"ASV_27683","ASV_27683",0.032258064516129,1.77408799015168e-07,-6.75102484409298,"Retain","Discard","Discard","Both_Fail"
